cycle,rank,fish_id,position_x,position_y,weight
12,1,4,16.541020,-11.188995,2478.523329
12,1,5,19.626277,11.134102,2480.901026
12,1,6,12.092414,3.930958,2482.522775
12,1,7,22.950636,7.840929,2486.696241
12,2,8,13.140239,2.706585,2490.177367
12,2,9,17.196303,7.004896,2496.420691
12,2,10,9.461887,8.420079,2487.182568
12,2,11,10.966927,-6.943194,2490.245219
12,3,12,27.934609,2.295834,2492.133307
12,3,13,24.648247,8.750458,2486.502325
12,3,14,22.371144,5.677748,2493.994151
12,3,15,17.012834,5.157076,2468.705610
13,0,0,16.225962,5.781589,2487.211210
13,0,1,17.915913,16.895388,2492.468948
13,0,2,14.772712,-6.057942,2491.176860
13,0,3,29.224060,11.494292,2496.993390
13,1,4,11.922968,-19.819651,2479.286969
13,1,5,18.738172,8.435403,2480.044026
13,1,6,11.195267,1.221465,2482.521356
13,1,7,22.077899,5.136486,2486.516761
13,2,8,17.889406,4.480464,2490.552070
13,2,9,16.296320,4.297004,2496.037208
13,2,10,8.494509,5.716572,2486.764400
13,2,11,10.131403,-12.453986,2491.245219
13,3,12,29.114790,5.486426,2492.198348
13,3,13,23.786862,6.050084,2486.049392
13,3,14,21.519191,2.957527,2493.822495
13,3,15,16.083299,2.446208,2468.446672
14,0,0,13.823203,2.481462,2486.615724
14,0,1,13.145771,8.839615,2493.468948
14,0,2,12.376654,-9.472162,2490.651508
14,0,3,26.843561,8.289841,2496.466275
14,1,4,9.478880,-23.312835,2477.810751
14,1,5,16.336776,5.179590,2478.160779
14,1,6,8.779893,-2.149581,2481.076278
14,1,7,17.423811,2.076736,2487.378295
14,2,8,15.476477,1.159958,2489.037423
14,2,9,13.875558,0.977673,2493.851634
14,2,10,5.944404,2.414758,2485.397683
14,2,11,2.699562,-18.551571,2491.832372
14,3,12,21.582023,-3.808619,2492.677140
14,3,13,21.434983,2.744474,2485.486131
14,3,14,20.274819,-4.667298,2494.579549
14,3,15,13.661799,-0.883785,2465.248229
15,0,0,16.477621,1.906360,2486.006216
15,0,1,15.800861,8.372042,2493.168640
15,0,2,15.028708,-10.138897,2490.120221
15,0,3,30.000000,7.084625,2496.510149
15,1,4,12.123379,-24.018186,2476.873163
15,1,5,19.021872,4.645102,2476.920568
15,1,6,13.648024,1.858903,2481.162953
15,1,7,20.081384,1.512220,2487.057661
15,2,8,21.253737,-3.853189,2490.037423
15,2,9,16.540064,0.408767,2493.348077
15,2,10,8.543679,1.836799,2484.576927
15,2,11,8.725606,-14.360504,2492.113668
15,3,12,24.312757,-4.418237,2492.150379
15,3,13,24.219253,2.174180,2485.084864
15,3,14,25.061553,-3.519533,2495.384339
15,3,15,16.321994,-1.467240,2464.353988
16,0,0,14.387292,1.778204,2485.680230
16,0,1,13.711713,8.303152,2492.551794
16,0,2,12.916177,-10.441103,2489.272013
16,0,3,28.071340,6.924224,2496.314359
16,1,4,13.994698,-20.063247,2477.200351
16,1,5,16.960788,4.551437,2475.130015
16,1,6,11.589498,1.686655,2480.537018
16,1,7,14.777254,0.783635,2488.057661
16,2,8,19.200009,-4.044314,2487.910376
16,2,9,11.507579,-5.315147,2493.444425
16,2,10,6.318058,1.696200,2483.870233
16,2,11,6.621626,-14.654056,2491.032571
16,3,12,22.310345,-4.603020,2491.831768
16,3,13,17.941230,1.224060,2485.652402
16,3,14,22.927145,-4.477076,2495.638568
16,3,15,14.261805,-1.639444,2462.978380
17,0,0,17.750601,1.418392,2480.956179
17,0,1,17.061514,7.992165,2490.065081
17,0,2,16.259212,-10.825403,2488.342488
17,0,3,30.000000,6.577560,2494.415668
17,1,4,17.337451,-20.438511,2467.326101
17,1,5,20.321882,4.196797,2464.499757
17,1,6,14.914868,1.366633,2470.449887
17,1,7,21.473809,0.052451,2489.057661
17,2,8,22.609726,-4.437561,2486.897171
17,2,9,14.834044,-5.705876,2487.480956
17,2,10,9.647420,1.376205,2478.493723
17,2,11,9.909181,-15.098286,2476.138757
17,3,12,25.762891,-4.977802,2489.677795
17,3,13,21.353264,0.859848,2481.252256
17,3,14,26.400792,-4.876126,2480.515278
17,3,15,17.614474,-2.004715,2461.113434
18,0,0,17.764960,1.409812,2485.361542
18,0,1,17.075383,7.914802,2491.612231
18,0,2,16.263302,-10.766579,2492.296646
18,0,3,29.995094,6.544126,2495.674935
18,1,4,17.357139,-20.423923,2471.961783
18,1,5,20.313608,4.104417,2468.944681
18,1,6,14.933375,1.362253,2477.057745
18,1,7,21.455654,0.024828,2490.591956
18,2,8,22.598779,-4.413410,2493.696606
18,2,9,14.850323,-5.688808,2490.577156
18,2,10,9.792067,1.353780,2479.694156
18,2,11,9.941839,-14.966173,2478.617276
18,3,12,25.705556,-4.961962,2492.821450
18,3,13,21.352824,0.813626,2482.252256
18,3,14,26.398374,-4.865488,2482.705785
18,3,15,17.630918,-2.018870,2463.087873
19,0,0,13.758161,3.521210,2484.263975
19,0,1,13.050917,10.062325,2491.073915
19,0,2,12.249187,-8.693629,2491.566780
19,0,3,26.059779,8.739840,2495.626806
19,1,4,13.363604,-18.475606,2471.899850
19,1,5,16.320277,6.203983,2467.230199
19,1,6,10.895839,3.481613,2476.297908
19,1,7,12.782089,2.152501,2491.488687
19,2,8,16.536054,-2.902765,2494.224956
19,2,9,10.825658,-3.594196,2489.776660
19,2,10,0.446147,9.271149,2480.694156
19,2,11,5.881181,-12.889158,2478.032615
19,3,12,21.739125,-2.870655,2492.456584
19,3,13,15.430849,4.384666,2482.699254
19,3,14,22.431194,-2.775170,2482.477320
19,3,15,13.649202,0.101242,2463.045659
20,0,0,10.920921,5.878985,2484.152542
20,0,1,10.214307,12.427931,2490.633080
20,0,2,9.391781,-6.513610,2491.268115
20,0,3,22.431252,9.039019,2495.662155
20,1,4,9.425826,-16.035487,2472.330150
20,1,5,13.487106,8.481918,2466.900852
20,1,6,7.993581,5.834021,2476.268781
20,1,7,9.926013,4.444114,2491.071720
20,2,8,10.046377,3.339446,2495.224956
20,2,9,7.956719,-1.321647,2489.194516
20,2,10,-2.527499,11.691978,2480.676816
20,2,11,2.990739,-10.643036,2477.743604
20,3,12,20.941308,-5.564240,2492.685249
20,3,13,8.024988,10.651285,2483.368793
20,3,14,19.600247,-0.501802,2482.057175
20,3,15,10.786324,2.403731,2462.555024
21,0,0,12.500235,4.141573,2483.989303
21,0,1,11.801040,10.771641,2490.477015
21,0,2,10.968440,-8.427856,2491.057859
21,0,3,24.146909,7.315534,2495.529081
21,1,4,12.815417,-19.524243,2473.330150
21,1,5,15.144911,6.756712,2466.585260
21,1,6,15.125305,-0.663936,2476.335758
21,1,7,11.503739,2.673304,2490.986040
21,2,8,11.623147,1.568715,2494.746774
21,2,9,9.521387,-3.096998,2489.138429
21,2,10,-6.872030,9.905383,2480.740312
21,2,11,5.367196,-18.229795,2477.767058
21,3,12,22.623962,-7.382398,2492.494032
21,3,13,9.586331,8.938056,2482.730682
21,3,14,21.209135,-2.286156,2481.517249
21,3,15,12.380833,0.621619,2462.458164
22,0,0,13.947178,4.264387,2483.457144
22,0,1,16.314855,9.995942,2491.477015
22,0,2,12.400105,-8.461925,2490.765476
22,0,3,25.671855,7.514859,2495.229647
22,1,4,14.257138,-19.503830,2470.882371
22,1,5,12.573428,4.594841,2467.438576
22,1,6,16.592988,-0.561471,2475.585648
22,1,7,12.938884,2.817683,2490.598763
22,2,8,13.056661,1.686544,2493.998268
22,2,9,10.949842,-2.994958,2488.258604
22,2,10,-5.632204,10.011115,2480.344423
22,2,11,11.550775,-14.779854,2478.670374
22,3,12,24.179142,-7.290262,2491.856726
22,3,13,11.014867,9.146752,2481.259705
22,3,14,22.730059,-2.202832,2480.795273
22,3,15,13.819383,0.729534,2462.027538
23,0,0,12.836473,5.125582,2483.359701
23,0,1,15.219826,10.827427,2491.423801
23,0,2,5.178051,-4.999940,2490.952284
23,0,3,24.576683,8.335979,2495.107340
23,1,4,13.138581,-18.788842,2470.539401
23,1,5,15.320768,5.493418,2467.579387
23,1,6,15.487811,0.224462,2475.503964
23,1,7,11.054104,6.972905,2490.652850
23,2,8,11.937544,2.473203,2493.633384
23,2,9,9.803691,-2.213738,2488.117841
23,2,10,-7.000057,10.860888,2480.251546
23,2,11,9.468542,-13.645083,2479.670374
23,3,12,23.070842,-6.560685,2491.799571
23,3,13,9.865665,10.023504,2480.884872
23,3,14,21.730654,-1.432431,2480.711227
23,3,15,12.687270,1.518352,2461.740592
24,0,0,11.488817,4.104143,2483.303197
24,0,1,13.894725,9.819702,2491.112422
24,0,2,3.741231,-6.110230,2490.943572
24,0,3,23.321450,7.302930,2495.063029
24,1,4,11.798225,-19.895752,2469.751454
24,1,5,13.986186,4.450974,2467.106454
24,1,6,14.172979,-0.858674,2475.070359
24,1,7,9.699398,5.949044,2490.307883
24,2,8,12.494923,-4.528990,2494.405160
24,2,9,8.426761,-3.314847,2488.001846
24,2,10,-8.561082,9.877839,2479.977520
24,2,11,7.238631,-14.349757,2479.945385
24,3,12,20.869983,-9.045824,2491.990431
24,3,13,8.515747,9.072540,2480.474522
24,3,14,16.362284,-0.218766,2481.711227
24,3,15,11.338734,0.443824,2461.175494
25,0,0,19.559169,7.744461,2484.303197
25,0,1,17.992349,11.756853,2366.980936
25,0,2,7.710184,-4.363877,2243.221959
25,0,3,27.421171,9.119694,2446.877596
25,1,4,15.832498,-18.186022,2220.989250
25,1,5,18.060332,6.256776,2264.974566
25,1,6,18.279812,0.946632,2389.400849
25,1,7,13.723634,7.797221,2392.332373
25,2,8,16.541271,-2.735772,2297.479000
25,2,9,12.450525,-1.523158,2448.682999
25,2,10,-4.595755,11.679478,2381.508036
25,2,11,11.251320,-12.555054,1891.272281
25,3,12,24.970159,-7.333579,2311.414662
25,3,13,12.539072,10.933194,2244.735476
25,3,14,20.459690,1.579895,2203.903231
25,3,15,15.402959,2.274488,2334.999030
26,0,0,16.207344,3.248899,2483.821035
26,0,1,14.627769,7.258747,2365.764365
26,0,2,4.314252,-8.967091,2240.015505
26,0,3,18.792570,10.555400,2446.903086
26,1,4,12.459392,-22.690052,2219.651896
26,1,5,14.695733,1.757671,2263.182852
26,1,6,14.918421,-3.552871,2389.167320
26,1,7,10.340393,3.306904,2391.567623
26,2,8,13.171424,-7.287739,2296.679140
26,2,9,9.033179,-6.032009,2448.161022
26,2,10,-8.235629,7.201156,2380.346594
26,2,11,7.857521,-17.065389,1883.796517
26,3,12,21.668525,-11.867417,2310.375888
26,3,13,9.114021,6.474785,2243.643049
26,3,14,17.116620,-2.953333,2203.698444
26,3,15,8.679701,-7.095786,2335.999030
27,0,0,16.485899,6.312451,2483.610116
27,0,1,14.862299,10.408967,2365.718987
27,0,2,3.017771,-3.294522,2240.145952
27,0,3,19.510010,15.639181,2446.968561
27,1,4,12.673330,-19.731914,2218.477627
27,1,5,14.918783,4.752787,2262.730750
27,1,6,15.153346,-0.545825,2388.090393
27,1,7,10.547474,6.321753,2391.398853
27,2,8,8.733057,-8.766569,2296.740105
27,2,9,9.238077,-3.044525,2447.740146
27,2,10,-8.106238,10.266125,2379.665505
27,2,11,13.801409,-13.272697,1884.669355
27,3,12,20.871571,-3.743977,2311.104905
27,3,13,9.321526,9.522237,2241.985037
27,3,14,17.338172,0.035694,2201.579214
27,3,15,5.599498,-0.234473,2336.999030
28,0,0,19.288528,8.498516,2483.314545
28,0,1,17.598536,12.606865,2365.175287
28,0,2,5.700413,-1.171458,2239.746486
28,0,3,22.216399,17.941993,2446.775216
28,1,4,15.406417,-17.721408,2218.426468
28,1,5,17.646747,6.953731,2262.509916
28,1,6,17.865648,1.582429,2387.558975
28,1,7,13.255107,8.553956,2391.025616
28,2,8,11.419561,-6.730850,2296.067918
28,2,9,10.637394,1.521594,2447.750783
28,2,10,-5.496432,12.442248,2379.012491
28,2,11,16.522562,-11.252254,1883.159300
28,3,12,23.621478,-1.645653,2309.882693
28,3,13,12.011756,11.771674,2241.749372
28,3,14,20.027449,2.172881,2200.039416
28,3,15,11.009509,4.033216,2337.999030
29,0,0,18.836562,10.052755,2477.867995
29,0,1,17.128928,14.271578,2364.470111
29,0,2,5.175297,0.347679,2229.066078
29,0,3,21.777367,19.487702,2443.319908
29,1,4,14.908809,-16.345797,2192.803043
29,1,5,17.151057,8.519345,2260.520338
29,1,6,17.375353,3.115356,2386.651272
29,1,7,12.744245,10.143266,2383.814490
29,2,8,10.915633,-5.208937,2286.457893
29,2,9,11.773135,2.058565,2448.456094
29,2,10,-6.110883,13.987680,2369.457120
29,2,11,14.007984,-6.404274,1884.159300
29,3,12,23.159541,-0.143200,2305.774261
29,3,13,11.490881,13.382806,2236.638398
29,3,14,19.583377,3.708678,2196.568680
29,3,15,10.493416,5.593086,2321.911515
30,0,0,20.338456,9.838099,2476.198364
30,0,1,18.636035,14.122859,2364.458512
30,0,2,6.637595,0.059404,2222.275988
30,0,3,23.280011,19.241332,2442.644113
30,1,4,16.397140,-16.732361,2187.735081
30,1,5,18.659208,8.274068,2260.188812
30,1,6,18.896499,2.837725,2383.111460
30,1,7,14.226142,9.927220,2382.753840
30,2,8,12.377456,-5.503936,2283.243219
30,2,9,13.248056,1.782582,2447.531810
30,2,10,-4.760253,13.797702,2367.241892
30,2,11,20.938962,-10.597153,1885.159300
30,3,12,24.716856,-0.406646,2301.135308
30,3,13,12.966309,13.210330,2233.055797
30,3,14,17.766150,7.592171,2197.393037
30,3,15,11.959551,5.333063,2315.514307
31,0,0,16.229187,12.154199,2476.285920
31,0,1,9.315084,7.217310,2365.458512
31,0,2,3.223229,-2.940445,2220.352444
31,0,3,19.911363,16.358751,2442.548073
31,1,4,12.985823,-19.681397,2186.424341
31,1,5,15.270516,5.358675,2260.011188
31,1,6,15.507682,-0.130929,2382.595031
31,1,7,10.802978,7.016112,2382.494212
31,2,8,8.916760,-8.587405,2283.019124
31,2,9,10.694566,1.242279,2447.572873
31,2,10,-5.023933,8.501632,2367.551762
31,2,11,17.558769,-13.576585,1884.476794
31,3,12,21.360629,-3.410546,2300.844110
31,3,13,9.512671,10.318886,2231.760077
31,3,14,14.376820,4.668551,2197.060687
31,3,15,8.550022,2.405238,2314.052359
32,0,0,7.562802,16.433782,2476.357779
32,0,1,6.164746,5.959189,2364.862995
32,0,2,0.008814,-4.228132,2220.142975
32,0,3,16.809734,15.224425,2442.493320
32,1,4,9.847367,-21.189819,2186.221627
32,1,5,8.262273,-1.733970,2260.311610
32,1,6,12.385054,-1.427478,2382.464775
32,1,7,8.660098,8.904706,2382.555285
32,2,8,5.718909,-9.928248,2282.661714
32,2,9,7.554759,-0.051523,2447.516231
32,2,10,-8.301622,7.225207,2367.405297
32,2,11,14.428579,-14.969726,1884.450154
32,3,12,15.250877,-5.376429,2301.844110
32,3,13,6.378123,9.119948,2231.423580
32,3,14,11.244697,3.394698,2196.492639
32,3,15,5.376285,1.120845,2313.813892
33,0,0,4.219986,14.039552,2477.357779
33,0,1,6.820024,3.293846,2363.242642
33,0,2,0.648124,-6.985890,2218.887129
33,0,3,17.480124,12.649264,2441.567637
33,1,4,10.522751,-24.009280,2185.544786
33,1,5,14.777731,-9.563797,2260.712974
33,1,6,8.506740,-6.743643,2382.547643
33,1,7,9.332871,6.267876,2381.788511
33,2,8,6.362175,-12.650056,2282.189498
33,2,9,12.541485,-5.021387,2447.827822
33,2,10,-7.721334,4.541329,2366.751212
33,2,11,15.132704,-17.844316,1883.132206
33,3,12,17.102879,-13.327145,2302.537134
33,3,13,7.038748,6.518996,2229.890289
33,3,14,11.954278,0.714813,2194.407218
33,3,15,8.289044,-4.609789,2314.807785
34,0,0,4.869971,12.183949,2475.857459
34,0,1,7.473179,1.474763,2361.063695
34,0,2,1.236361,-8.884932,2218.347096
34,0,3,18.153600,10.801179,2440.722174
34,1,4,11.193479,-26.047777,2183.822934
34,1,5,11.670786,-9.927187,2261.434396
34,1,6,9.166672,-8.633228,2379.890270
34,1,7,14.586719,-0.624906,2382.788511
34,2,8,7.013486,-14.558610,2280.782292
34,2,9,13.225492,-6.897271,2447.526032
34,2,10,-7.133114,2.739059,2365.504010
34,2,11,15.817638,-19.706124,1883.032868
34,3,12,17.807894,-15.229381,2297.242750
34,3,13,7.696868,4.747103,2229.511906
34,3,14,12.237074,-1.879696,2195.051890
34,3,15,8.947912,-6.514560,2314.035841
35,0,0,5.104436,19.587779,2476.514696
35,0,1,6.207211,5.334702,2359.421548
35,0,2,-0.055429,-5.048091,2217.515393
35,0,3,16.956057,14.648285,2440.103104
35,1,4,7.708902,-17.264907,2184.822934
35,1,5,10.428874,-6.099435,2261.082292
35,1,6,7.913864,-4.797765,2379.734069
35,1,7,13.381830,3.234925,2382.109650
35,2,8,0.620565,-6.748516,2281.285700
35,2,9,11.999207,-3.048872,2447.273569
35,2,10,-8.452100,6.703376,2365.204257
35,2,11,14.619035,-15.950958,1882.845424
35,3,12,16.645217,-11.447327,2294.573721
35,3,13,6.403608,8.614245,2228.546109
35,3,14,13.222687,2.989085,2195.365571
35,3,15,7.678120,-2.660166,2312.982106
36,0,0,3.706168,22.882682,2475.595989
36,0,1,4.850445,8.643702,2357.055538
36,0,2,-1.408632,-1.839220,2217.487178
36,0,3,15.645229,17.941651,2439.807341
36,1,4,6.357377,-14.086435,2184.794840
36,1,5,9.089417,-2.890920,2258.323979
36,1,6,8.430845,-4.638124,2379.950951
36,1,7,12.056623,6.467011,2380.835977
36,2,8,-0.778572,-3.533883,2279.659199
36,2,9,10.654922,0.178919,2447.078925
36,2,10,-9.850447,9.942272,2364.928276
36,2,11,10.815636,-7.434859,1883.845424
36,3,12,15.362011,-8.235737,2289.954319
36,3,13,5.046662,11.952837,2226.439034
36,3,14,11.881466,6.299925,2194.851408
36,3,15,8.223345,-1.870534,2313.108093
37,0,0,-0.127807,24.024006,2474.046848
37,0,1,1.010892,9.658653,2354.672941
37,0,2,-5.250287,-0.896814,2216.614418
37,0,3,11.888566,18.907539,2438.884607
37,1,4,2.539111,-13.154506,2183.329585
37,1,5,5.280309,-1.972508,2257.656509
37,1,6,4.610644,-3.758442,2377.924533
37,1,7,8.255037,7.468881,2380.289284
37,2,8,-4.687637,-2.616524,2278.070174
37,2,9,6.850727,1.130185,2446.329838
37,2,10,-17.065435,16.764500,2365.476900
37,2,11,3.248946,-6.329961,1884.845424
37,3,12,11.599449,-7.385480,2280.790638
37,3,13,1.230629,12.939698,2224.331058
