WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.430221,57.638518,198.463475
2,64,1.579559,26.100898,140.103126
4,64,0.435726,23.622458,15.900055
8,64,0.346846,24.923226,9.357606
16,64,0.232489,8.220795,26.228878
32,64,0.262348,16.304454,0.684966
64,64,3.682182,16.238718,2.151411
