WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,3.945304,33.262098,172.066566
2,64,1.326336,14.538564,39.752002
4,64,0.462580,10.352580,41.434338
8,64,0.180901,0.317586,0.705763
16,64,0.082501,4.596715,0.716366
32,64,0.039918,11.006361,0.832698
64,64,0.023494,8.761534,1.607979
