WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,3.983740,27.455866,107.402025
2,64,1.236642,15.714966,40.708594
4,64,0.460300,12.714782,42.943094
8,64,0.181215,9.629397,31.452757
16,64,0.083522,6.133078,4.559755
32,64,0.041094,10.425091,2.633409
64,64,0.024599,9.543502,0.000000
