WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,4.094908,57.587468,188.642050
2,64,1.509346,19.632127,92.992867
4,64,0.551399,11.376513,8.111257
8,64,0.221195,11.180844,6.091429
16,64,0.097184,12.336013,0.417615
32,64,0.053081,10.397905,1.676290
64,64,0.036694,7.403488,0.016171
