WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,4.396005,19.888498,37.787393
2,64,1.332695,14.885479,40.384699
4,64,0.462458,10.114861,44.778228
8,64,0.180197,6.735588,31.845631
16,64,0.083326,5.495439,3.549175
32,64,0.039836,11.386963,1.131071
64,64,0.030761,8.211613,0.644414
