WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.781478,0.124546,0.120276
2,64,2.129785,0.105573,0.089192
4,64,0.890536,0.167660,0.116352
8,64,0.412381,0.219857,0.155117
16,64,0.204958,0.364696,0.299060
32,64,0.098374,0.097389,0.050149
64,64,0.056436,0.275142,0.111055
