WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.281734,0.523257,0.492410
2,64,2.126644,1.163055,0.094839
4,64,0.963547,2.384425,1.170238
8,64,0.439583,3.175242,1.236316
16,64,0.211946,3.691219,1.437159
32,64,0.106604,3.857125,1.063111
64,64,0.060298,4.306417,1.539442
