WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,7.152851,0.125469,0.250643
2,64,2.694299,2.041044,0.783224
4,64,1.134735,2.490349,1.175425
8,64,0.501991,0.206025,0.199402
16,64,0.248496,0.209329,0.110759
32,64,0.150225,0.186768,0.167662
64,64,0.173891,0.284044,0.117315
