WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,7.132598,0.123713,0.225457
2,64,2.688900,2.008295,0.830383
4,64,1.120460,2.481575,1.198582
8,64,0.494865,0.204376,0.208489
16,64,0.236058,0.215034,0.106303
32,64,0.130763,0.186539,0.159410
64,64,0.099845,0.294701,0.060478
