WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.649684,0.123750,0.215446
2,64,2.036167,1.164184,0.089210
4,64,0.893803,2.396251,1.207602
8,64,0.414218,3.130707,1.204924
16,64,0.202536,3.631865,1.643711
32,64,0.100083,3.991504,1.065330
64,64,0.057308,4.181443,2.509422
