WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.064883,0.889512,17.555373
2,64,2.096029,0.111306,0.096222
4,64,0.871400,0.157967,0.121155
8,64,0.406583,0.217870,0.167891
16,64,0.202831,0.336968,0.315752
32,64,0.094556,0.081774,0.073595
64,64,0.053645,0.311423,0.027905
