WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.808639,0.121309,0.140741
2,64,2.129151,0.112695,0.112884
4,64,0.913223,0.158763,0.114294
8,64,0.415763,0.219158,0.168068
16,64,0.205523,0.377943,0.261405
32,64,0.097950,0.091440,0.063699
64,64,0.056449,0.235847,0.015298
