WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,2.759791,0.001099,0.002116
2,64,2.095900,0.109986,0.096082
4,64,0.890876,0.162433,0.141101
8,64,0.403657,0.222740,0.164725
16,64,0.200445,0.375725,0.315557
32,64,0.095322,0.083327,0.049104
64,64,0.055260,0.256570,0.032272
