WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,2.278874,2.990336,1.762868
2,64,1.974575,3.229070,1.699223
4,64,0.807536,18.747376,17.214972
8,64,0.364219,18.555259,10.795930
16,64,0.182737,7.570556,2.133441
32,64,0.089871,7.871822,1.713432
64,64,0.047999,18.865551,4.415203
