WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.850815,15.218786,35.965486
2,64,1.982450,19.591193,0.353240
4,64,0.906455,2.870872,1.050074
8,64,0.342903,0.017728,0.005146
16,64,0.172752,19.594200,0.335334
32,64,0.091079,0.441953,3.179120
64,64,0.049235,19.065502,0.238175
