WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.483584,3.030186,2.143507
2,64,2.008919,18.925132,9.380827
4,64,0.827644,19.367670,1.228626
8,64,0.365286,18.150447,4.455852
16,64,0.184246,11.105679,30.750268
32,64,0.090192,4.459230,26.967729
64,64,0.050136,18.859117,1.025904
