WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.608207,20.085361,4.583730
2,64,2.024946,19.591539,0.394203
4,64,0.821091,0.015589,0.007079
8,64,0.343888,0.018711,0.006386
16,64,0.179066,19.575820,0.378679
32,64,0.091933,0.109612,0.038180
64,64,0.046345,18.795956,0.993951
