WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.491654,3.014484,1.160839
2,64,2.010661,17.936417,15.361676
4,64,0.831962,19.385166,1.189297
8,64,0.371348,18.095269,4.141129
16,64,0.183802,7.565593,42.472533
32,64,0.091284,0.119864,0.180081
64,64,0.049864,18.816940,1.238209
