WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.516003,20.130353,3.268924
2,64,1.975318,19.571820,0.391156
4,64,0.898294,2.831029,1.189489
8,64,0.345504,0.018869,0.005606
16,64,0.173027,19.587952,0.331602
32,64,0.090101,6.542768,28.081883
64,64,0.049424,18.970387,0.865991
