WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.943538,20.207128,2.390092
2,64,1.978602,19.584828,0.407190
4,64,0.679734,0.016403,0.006012
8,64,0.341743,0.018792,0.005967
16,64,0.173797,19.568619,0.265183
32,64,0.091111,5.732975,37.747539
64,64,0.048606,18.844965,0.259359
