WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.025407,2.837700,2.239542
2,64,1.971577,16.780183,22.025053
4,64,0.813453,19.404206,1.122108
8,64,0.364523,18.427716,3.157953
16,64,0.178211,4.620614,33.809301
32,64,0.090803,0.092105,0.055675
64,64,0.046966,18.619625,1.124350
