WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.340292,157.149354,67.146408
2,64,2.186130,186.893102,117.964912
4,64,0.953512,272.135333,143.381096
8,64,0.479704,277.880992,90.820431
16,64,0.297514,258.294909,86.932470
32,64,0.255558,245.354696,113.444202
64,64,0.441205,248.195327,71.618082
