WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.341794,153.572217,63.758612
2,64,2.132179,190.030346,113.685745
4,64,0.927387,271.435376,125.405235
8,64,0.456798,279.099179,69.684166
16,64,0.280775,265.451341,42.930661
32,64,0.240691,250.619013,63.017228
64,64,0.378944,235.853084,86.302395
