WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,7.081230,45.925179,61.871332
2,64,2.655078,191.641067,90.021501
4,64,1.120013,271.381030,112.063333
8,64,0.556267,277.116902,94.599989
16,64,0.347686,269.503679,70.194677
32,64,0.313917,247.872626,74.668074
64,64,5.490388,237.008008,65.507714
