WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.459564,153.434129,72.765019
2,64,2.178430,191.487278,112.327662
4,64,0.917903,269.653109,140.454406
8,64,0.461787,279.168080,103.432100
16,64,0.296319,266.545752,102.665429
32,64,0.250712,247.935857,137.603782
64,64,0.390936,247.920863,70.291028
