WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.329655,43.679744,48.654504
2,64,2.136430,191.999712,118.213184
4,64,0.934251,275.023861,134.286807
8,64,0.481016,280.992215,90.555512
16,64,0.300953,270.698745,76.194902
32,64,0.247080,246.041608,142.979445
64,64,0.399464,232.339928,87.740599
