WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.350568,43.935263,53.431291
2,64,2.172243,187.968917,132.478634
4,64,0.959268,275.604984,138.580093
8,64,0.488591,275.920258,103.209080
16,64,0.293203,261.799063,97.383244
32,64,0.265876,253.014806,54.106900
64,64,0.403278,239.646593,99.242169
