WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.869964,153.554805,73.926169
2,64,2.190373,193.358515,112.110198
4,64,0.967075,269.563758,130.470564
8,64,0.498571,281.950722,159.951589
16,64,0.303089,265.804601,57.050716
32,64,0.256004,252.343519,62.989708
64,64,0.362727,239.347224,49.721294
