WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.679253,9.262873,31.165722
2,64,2.442580,67.096527,372.164009
4,64,1.025292,812.222532,1563.989219
8,64,0.499162,624.774906,722.546071
16,64,0.338352,22.040412,16.468415
32,64,0.324232,2022.743999,7783.336305
64,64,4.389742,182.680268,245.054969
