WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.130831,6.509232,40.008086
2,64,1.835646,0.030491,0.060482
4,64,0.755588,0.038140,0.058861
8,64,0.326336,0.072960,0.081853
16,64,0.159707,0.144407,0.212522
32,64,0.080227,5.521399,0.287720
64,64,0.045038,7.484726,10.448688
