WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.321658,0.036225,0.068762
2,64,2.220358,0.031912,0.076724
4,64,0.904862,0.038903,0.050767
8,64,0.392938,0.070221,0.076625
16,64,0.193932,0.131794,0.179542
32,64,0.099953,5.047389,5.650225
64,64,0.090612,9.846226,10.066444
