WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,6.720995,0.032261,0.050834
2,64,2.321516,0.028972,0.053140
4,64,0.907253,0.039496,0.054184
8,64,0.394975,0.070551,0.082103
16,64,0.187104,0.135091,0.096281
32,64,0.104016,4.328456,3.215725
64,64,0.160875,9.194596,14.247125
