WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.160231,4.741265,8.198191
2,64,1.928347,0.025187,0.045760
4,64,0.729018,0.039335,0.059001
8,64,0.326029,0.063118,0.073127
16,64,0.160367,0.142470,0.115334
32,64,0.082892,5.282924,1.872517
64,64,0.043913,8.152284,9.483154
