WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.101121,0.033399,0.051346
2,64,1.867977,0.031092,0.049015
4,64,0.726258,0.038336,0.042296
8,64,0.323509,0.063210,0.042679
16,64,0.156535,0.148052,0.123684
32,64,0.078576,4.340525,1.681540
64,64,0.045694,10.567128,3.654934
