WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,5.170925,4.632967,10.931701
2,64,1.921831,0.028509,0.054685
4,64,0.730212,0.036113,0.053351
8,64,0.327271,0.073624,0.070085
16,64,0.162018,0.132770,0.140998
32,64,0.080323,4.930283,0.943772
64,64,0.042645,10.756329,3.880564
