WORLD_SIZE,FISHES_COUNT,ELAPSED_TIME,MEAN,SD
1,64,2.210771,183.553728,377.678801
2,64,2.139027,0.026866,0.037779
4,64,0.876447,0.039941,0.051693
8,64,0.383846,0.066693,0.085621
16,64,0.198400,0.130244,0.100353
32,64,0.102423,5.057056,2.921607
64,64,0.064483,10.788622,5.032973
